REGION,Site_ID,Replicate,SampleType,SDI,SAMID,Date,Time,Water_Depth,Water_Temperature,WPH,WPH_Notes,CDEP,SPH,SH2O,ASH,OM,FBD,FBGTPs,TP,TC,TN,SRECTPs,FBGTPw,SRECTPw
NESS,7,-1,#NAME?,-9999,NESS07-1-SF,2006-09-11,9:00,-9999,-9999,-9999,,3,7.39,95.42,72.91,27.09,0.03,126.74,0.12,-9999,-9999,-9999,-9999,-9999
NESS,7,-1,#NAME?,0-2,NESS07-1-SS-0-2,2006-09-11,9:00,-9999,-9999,-9999,,2,7.46,90.84,73.85,26.15,0.13,115.08,0.29,194.2,11.7,177.23,-9999,-9999
NESS,7,-1,#NAME?,10-Feb,NESS07-1-SS-2-10,2006-09-11,9:00,-9999,-9999,-9999,,6.7,7.44,79.37,86.66,13.34,0.25,62.83,1.04,164.5,7,-9999,-9999,-9999
NESS,7,-1,#NAME?,20-Oct,NESS07-1-SS-10-20,2006-09-11,9:00,-9999,-9999,-9999,,10,7.45,57.23,93.73,6.27,0.56,143.05,8.04,147.2,4.1,-9999,-9999,-9999
NESS,7,-2,#NAME?,0-2,NESS07-2-SS-0-2,2006-09-11,9:35,-9999,-9999,-9999,,2,7.24,91.75,61.83,38.17,0.09,135.44,0.24,-9999,-9999,-9999,-9999,-9999
NESS,7,-2,#NAME?,0-10,NESS07-2-SS-0-10,2006-09-11,9:35,-9999,-9999,-9999,,10,7.26,85.17,78.7,21.3,0.14,81.69,1.18,-9999,-9999,-9999,-9999,-9999
NESS,7,-2,#NAME?,0-20,NESS07-2-SS-0-20,2006-09-11,9:35,-9999,-9999,-9999,,20,7.35,67.09,91.14,8.86,0.32,75.89,4.88,-9999,-9999,-9999,-9999,-9999
NESS,8,-1,#NAME?,-9999,NESS08-1-BP,2006-09-11,10:38,-9999,-9999,-9999,,0.5,-9999,91.29,69.28,30.72,-9999,89.75,0.05,-9999,-9999,-9999,-9999,-9999
NESS,8,-1,#NAME?,0-2,NESS08-1-SS-0-2,2006-09-11,10:38,-9999,-9999,-9999,,2,7.45,89.52,80.17,19.83,0.1,116.3,0.23,-9999,-9999,-9999,-9999,-9999
NESS,8,-1,#NAME?,10-Feb,NESS08-1-SS-2-10,2006-09-11,10:38,-9999,-9999,-9999,,8,7.37,82.53,83.83,16.17,0.12,45.47,0.44,-9999,-9999,-9999,-9999,-9999
NESS,8,-1,#NAME?,20-Oct,NESS08-1-SS-10-20,2006-09-11,10:38,-9999,-9999,-9999,,10,7.65,56.26,94.39,5.61,0.6,81.94,4.89,-9999,-9999,-9999,-9999,-9999
NESS,8,-2,#NAME?,-9999,NESS08-2-BP,2006-09-11,11:23,-9999,-9999,-9999,,0.6,-9999,90.77,65.66,34.34,0.12,81.36,0.06,-9999,-9999,-9999,-9999,-9999
NESS,8,-2,#NAME?,0-2,NESS08-2-SS-0-2,2006-09-11,11:23,-9999,-9999,-9999,,2,7.52,90.49,77.9,22.1,0.08,102.11,0.16,-9999,-9999,-9999,-9999,-9999
NESS,8,-2,#NAME?,10-Feb,NESS08-2-SS-2-10,2006-09-11,11:23,-9999,-9999,-9999,,8,7.57,84.2,84.62,15.38,0.14,170.46,1.96,-9999,-9999,-9999,-9999,-9999
NESS,8,-2,#NAME?,20-Oct,NESS08-2-SS-10-20,2006-09-11,11:23,-9999,-9999,-9999,,10,7.37,61.48,91.33,8.67,0.53,77.5,4.07,-9999,-9999,-9999,-9999,-9999
NESS,8,-3,#NAME?,-9999,NESS08-3-BP,2006-09-11,11:45,-9999,-9999,-9999,,1,-9999,95.92,61.69,38.31,0.04,135.6,0.05,206.2,9.1,-9999,-9999,-9999
NESS,8,-3,#NAME?,0-2,NESS08-3-SS-0-2,2006-09-11,11:45,-9999,-9999,-9999,,2,7.34,92.52,72.26,27.74,0.06,91.13,0.11,191.3,8.2,-9999,-9999,-9999
NESS,8,-3,#NAME?,10-Feb,NESS08-3-SS-2-10,2006-09-11,11:45,-9999,-9999,-9999,,8,7.31,83.06,85.91,14.09,0.18,83.57,1.19,159.8,5.8,-9999,-9999,-9999
NESS,8,-3,#NAME?,20-Oct,NESS08-3-SS-10-20,2006-09-11,11:45,-9999,-9999,-9999,,10,7.57,57.21,92.8,7.2,0.58,56.29,3.27,137.5,2.1,103.97,-9999,-9999
NESS,9,-1,#NAME?,-9999,NESS09-1-SF,2006-09-11,13:05,-9999,-9999,-9999,,17.5,7.28,99,31.84,68.16,0.01,544.55,1.26,338.8,31.2,-9999,-9999,-9999
NESS,9,-1,#NAME?,0-2,NESS09-1-SS-0-2,2006-09-11,13:05,-9999,-9999,-9999,,2,7.25,85.21,45.03,54.97,0.18,435.8,1.57,295.6,20.5,-9999,-9999,-9999
NESS,9,-1,#NAME?,10-Feb,NESS09-1-SS-2-10,2006-09-11,13:05,-9999,-9999,-9999,,8,6.97,86.45,21.37,78.63,0.13,335.03,3.46,425.4,28.3,367.4,-9999,-9999
NESS,9,-1,#NAME?,0-20,NESS09-1-SS-0-20,2006-09-11,13:05,-9999,-9999,-9999,,20,7.39,89.07,23.88,76.12,0.09,229.31,4.18,410.6,26,-9999,-9999,-9999
NESS,9,-2,#NAME?,-9999,NESS09-2-SF,2006-09-11,13:40,-9999,-9999,-9999,,8.5,7.16,97.99,29.88,70.12,0.02,501.49,1.04,-9999,-9999,-9999,-9999,-9999
NESS,9,-2,#NAME?,0-2,NESS09-2-SS-0-2,2006-09-11,13:40,-9999,-9999,-9999,,2,7.41,83.96,35.31,64.69,0.19,373.81,1.45,-9999,-9999,-9999,-9999,-9999
NESS,9,-2,#NAME?,10-Feb,NESS09-2-SS-2-10,2006-09-11,13:40,-9999,-9999,-9999,,8,7.25,86.34,23.46,76.54,0.12,279.2,2.79,-9999,-9999,-9999,-9999,-9999
NESS,9,-2,#NAME?,0-20,NESS09-2-SS-0-20,2006-09-11,13:40,-9999,-9999,-9999,,20,7.35,85.12,25.91,74.09,0.1,369.63,7.73,-9999,-9999,-9999,-9999,-9999
NESS,9,-3,#NAME?,-9999,NESS09-3-SF,2006-09-11,14:10,-9999,-9999,-9999,,15.5,6.78,97.92,40.02,59.98,0.02,500.46,1.85,-9999,-9999,-9999,-9999,-9999
NESS,9,-3,#NAME?,0-2,NESS09-3-SS-0-2,2006-09-11,14:10,-9999,-9999,-9999,,2,6.93,87.63,60.45,39.55,0.14,253.23,0.71,-9999,-9999,-9999,-9999,-9999
NESS,9,-3,#NAME?,10-Feb,NESS09-3-SS-2-10,2006-09-11,14:10,-9999,-9999,-9999,,8,7.19,81.84,59.2,40.8,0.2,249.07,3.93,-9999,-9999,-9999,-9999,-9999
NESS,9,-3,#NAME?,0-20,NESS09-3-SS-0-20,2006-09-11,14:10,-9999,-9999,-9999,,20,7.14,85.6,39.65,60.35,0.08,314.49,5.29,-9999,-9999,-9999,-9999,-9999
NESS,10,-1,#NAME?,-9999,NESS10-1-SF,2006-09-11,15:02,-9999,-9999,-9999,,14,7.25,99.16,20.14,79.86,0.01,462.15,0.64,-9999,-9999,-9999,-9999,-9999
NESS,10,-1,#NAME?,0-2,NESS10-1-SS-0-2,2006-09-11,15:02,-9999,-9999,-9999,,2,7.26,85.35,66.88,33.12,0.16,334.39,1.1,-9999,-9999,-9999,-9999,-9999
NESS,10,-1,#NAME?,10-Feb,NESS10-1-SS-2-10,2006-09-11,15:02,-9999,-9999,-9999,,8,7.29,73.36,82.9,17.1,0.3,186.33,4.48,-9999,-9999,-9999,-9999,-9999
NESS,10,-1,#NAME?,0-20,NESS10-1-SS-0-20,2006-09-11,15:02,-9999,-9999,-9999,,20,7.41,71.68,87,13,0.2,119.87,4.77,-9999,-9999,-9999,-9999,-9999
NESS,1,-1,#NAME?,-9999,NESS01-1-BP,2006-09-12,8:30,-9999,-9999,-9999,,0.7,-9999,93.31,48,52,0.08,141.73,0.08,234.6,11.1,-9999,-9999,-9999
NESS,1,-1,#NAME?,0-2,NESS01-1-SS-0-2,2006-09-12,8:30,-9999,-9999,-9999,,2,7.71,82.5,63.55,36.45,0.17,226.6,0.75,244.6,15.4,-9999,-9999,-9999
NESS,1,-1,#NAME?,20-Oct,NESS01-1-SS-10-20,2006-09-12,8:30,-9999,-9999,-9999,,10,8,57.07,88.88,11.12,0.55,74.33,4.05,157.2,3.3,-9999,-9999,-9999
NESS,1,-1,#NAME?,10-Feb,NESS01-1-SS-2-10,2006-09-12,8:30,-9999,-9999,-9999,,8,7.69,81.88,44.38,55.62,0.18,312.03,4.43,-9999,-9999,449.38,-9999,-9999
NESS,1,-2,#NAME?,-9999,NESS01-2-BP,2006-09-12,9:00,-9999,-9999,-9999,,6,-9999,84.49,61.28,38.72,0.05,179.91,0.51,-9999,-9999,-9999,-9999,-9999
NESS,1,-2,#NAME?,0-2,NESS01-2-SS-0-2,2006-09-12,9:00,-9999,-9999,-9999,,2,8.11,81.82,66.84,33.16,0.19,284.79,1.06,-9999,-9999,-9999,-9999,-9999
NESS,1,-2,#NAME?,10-Feb,NESS01-2-SS-2-10,2006-09-12,9:00,-9999,-9999,-9999,,8,7.45,80.33,59.49,40.51,0.2,319.43,4.99,-9999,-9999,-9999,-9999,-9999
NESS,1,-2,#NAME?,20-Oct,NESS01-2-SS-10-20,2006-09-12,9:00,-9999,-9999,-9999,,10,7.45,81.85,18.55,81.45,0.21,587.48,12.23,-9999,-9999,-9999,-9999,-9999
NESS,1,-3,#NAME?,-9999,NESS01-3-BP,2006-09-12,9:18,-9999,-9999,-9999,,3,-9999,80.86,59.86,40.14,0.11,165.66,0.53,-9999,-9999,-9999,-9999,-9999
NESS,1,-3,#NAME?,0-2,NESS01-3-SS-0-2,2006-09-12,9:18,-9999,-9999,-9999,,2,7.68,80.2,66.9,33.1,0.3,258.33,1.53,-9999,-9999,-9999,-9999,-9999
NESS,1,-3,#NAME?,20-Oct,NESS01-3-SS-10-20,2006-09-12,9:18,-9999,-9999,-9999,,10,8.14,63.15,84.94,15.06,0.45,52.28,2.36,-9999,-9999,-9999,-9999,-9999
NESS,1,-3,#NAME?,10-Feb,NESS01-3-SS-2-10,2006-09-12,9:18,-9999,-9999,-9999,,8,7.68,72.72,71.67,28.33,0.3,146.56,3.56,-9999,-9999,-9999,-9999,-9999
NESS,17,-1,#NAME?,0-2,NESS17-1-SS-0-2,2006-09-12,10:16,-9999,-9999,-9999,,2,7.4,81.26,63.07,36.93,0.2,272.64,1.12,-9999,-9999,-9999,-9999,-9999
NESS,17,-1,#NAME?,10-Feb,NESS17-1-SS-2-10,2006-09-12,10:16,-9999,-9999,-9999,,8,7.33,73.28,74.04,25.96,0.3,199.42,4.82,-9999,-9999,-9999,-9999,-9999
NESS,17,-1,#NAME?,20-Oct,NESS17-1-SS-10-20,2006-09-12,10:16,-9999,-9999,-9999,,10,7.63,54.87,94.97,5.03,0.63,101.37,6.38,-9999,-9999,-9999,-9999,-9999
NESS,17,-2,#NAME?,0-2,NESS17-2-SS-0-2,2006-09-12,10:34,-9999,-9999,-9999,,2,7.62,82.97,65.74,34.26,0.16,276.61,0.9,-9999,-9999,-9999,-9999,-9999
NESS,17,-2,#NAME?,20-Oct,NESS17-2-SS-10-20,2006-09-12,10:34,-9999,-9999,-9999,,10,7.47,58.92,93.62,6.38,0.53,65.09,3.45,-9999,-9999,-9999,-9999,-9999
NESS,17,-2,#NAME?,10-Feb,NESS17-2-SS-2-10,2006-09-12,10:34,-9999,-9999,-9999,,8,7.48,71.43,80.15,19.85,0.36,242.83,6.97,-9999,-9999,-9999,-9999,-9999
NESS,17,-3,#NAME?,0-2,NESS17-3-SS-0-2,2006-09-12,10:52,-9999,-9999,-9999,,2,7.36,85.51,69.39,30.61,0.12,232.81,0.57,209.2,11.5,-9999,-9999,-9999
NESS,17,-3,#NAME?,10-Feb,NESS17-3-SS-2-10,2006-09-12,10:52,-9999,-9999,-9999,,8,7.31,79.03,70.12,29.88,0.22,274.44,4.85,224.3,11.8,-9999,-9999,-9999
NESS,17,-3,#NAME?,20-Oct,NESS17-3-SS-10-20,2006-09-12,10:52,-9999,-9999,-9999,,10,7.33,59.48,86.63,13.37,0.53,129.37,6.84,165.2,5.2,159.73,-9999,-9999
NESS,15,-1,#NAME?,-9999,NESS15-1-BP,2006-09-12,11:55,-9999,-9999,-9999,,1.5,-9999,77.8,79.06,20.94,0.18,122.45,0.33,167.7,6.6,-9999,-9999,-9999
NESS,15,-1,#NAME?,0-2,NESS15-1-SS-0-2,2006-09-12,11:55,-9999,-9999,-9999,,2,7.06,51.07,83.41,16.59,0.65,200.77,2.62,95.2,5.8,-9999,-9999,-9999
NESS,15,-1,#NAME?,10-Feb,NESS15-1-SS-2-10,2006-09-12,11:55,-9999,-9999,-9999,,8,6.98,43.78,87.3,12.7,0.84,82.69,5.56,58.9,4.9,138.4,-9999,-9999
NESS,15,-2,#NAME?,-9999,NESS15-2-BP,2006-09-12,12:20,-9999,-9999,-9999,,-9999,7.14,74.62,80.11,19.89,-9999,148.01,-9999,-9999,-9999,-9999,-9999,-9999
NESS,15,-2,#NAME?,0-2,NESS15-2-SS-0-2,2006-09-12,12:20,-9999,-9999,-9999,,2,7.01,60.97,80.91,19.09,0.48,330.77,3.15,-9999,-9999,-9999,-9999,-9999
NESS,15,-2,#NAME?,10-Feb,NESS15-2-SS-2-10,2006-09-12,12:20,-9999,-9999,-9999,,8,7.19,56.62,80.88,19.12,0.58,179.1,8.38,-9999,-9999,-9999,-9999,-9999
NESS,15,-3,#NAME?,-9999,NESS15-3-BP,2006-09-12,12:40,-9999,-9999,-9999,,2.5,7.14,76.11,78.3,21.7,0.2,146.79,0.73,-9999,-9999,-9999,-9999,-9999
NESS,15,-3,#NAME?,0-2,NESS15-3-SS-0-2,2006-09-12,12:40,-9999,-9999,-9999,,2,7.18,59.91,81.8,18.2,0.34,242.3,1.65,-9999,-9999,-9999,-9999,-9999
NESS,15,-3,#NAME?,07-Feb,NESS15-3-SS-2-7,2006-09-12,12:40,-9999,-9999,-9999,,5,7.19,57.08,82.76,17.24,0.41,182.26,3.72,-9999,-9999,-9999,-9999,-9999
NESS,34,-3,#NAME?,-9999,NESS34-3-BP,2006-09-12,13:40,-9999,-9999,-9999,,0.3,-9999,62.89,71.77,28.23,0.34,163.07,0.17,-9999,-9999,-9999,-9999,-9999
NESS,34,-1,#NAME?,-9999,NESS34-1-BP,2006-09-12,13:40,-9999,-9999,-9999,,1,-9999,65.12,73.48,26.52,0.31,139.71,0.43,193.7,8.9,-9999,-9999,-9999
NESS,34,-3,#NAME?,0-2,NESS34-3-SS-0-2,2006-09-12,13:40,-9999,-9999,-9999,,2,7.35,49.54,87.71,12.29,0.58,223.82,2.6,-9999,-9999,-9999,-9999,-9999
NESS,34,-3,#NAME?,2+,NESS34-3-SS-2+,2006-09-12,13:40,-9999,-9999,-9999,,2.2,7.45,47.47,90.24,9.76,0.65,186.62,2.62,-9999,-9999,-9999,-9999,-9999
NESS,34,-2,#NAME?,0-2,NESS34-2-SS-0-2,2006-09-12,13:40,-9999,-9999,-9999,,2,7.86,49.28,88.9,11.1,0.54,299.05,3.26,-9999,-9999,-9999,-9999,-9999
NESS,34,-1,#NAME?,0-2,NESS34-1-SS-0-2,2006-09-12,13:40,-9999,-9999,-9999,,2,7.45,51.88,83.33,16.67,1.08,254.28,5.51,135.6,8,-9999,-9999,-9999
NESS,34,-2,#NAME?,2-6.5,NESS34-2-SS-2-6.5,2006-09-12,13:40,-9999,-9999,-9999,,4.5,7.88,47.9,90.29,9.71,0.7,194.4,6.14,-9999,-9999,-9999,-9999,-9999
NESS,34,-1,#NAME?,08-Feb,NESS34-1-SS-2-8,2006-09-12,13:40,-9999,-9999,-9999,,6,7.5,55.12,81.59,18.41,0.96,299.35,17.26,100.7,9.4,347.77,-9999,-9999
NESS,33,-1,#NAME?,-9999,NESS33-1-BP,2006-09-12,14:48,-9999,-9999,-9999,,1,-9999,80.47,70.92,29.08,0.18,259.99,0.46,-9999,-9999,-9999,-9999,-9999
NESS,33,-1,#NAME?,0-2,NESS33-1-SS-0-2,2006-09-12,14:48,-9999,-9999,-9999,,8,7.73,74.53,71.33,28.67,0.25,357.48,1.77,-9999,-9999,-9999,-9999,-9999
NESS,33,-1,#NAME?,10-Feb,NESS33-1-SS-2-10,2006-09-12,14:48,-9999,-9999,-9999,,8,7.5,67.34,73.26,26.74,0.28,397.65,8.99,-9999,-9999,-9999,-9999,-9999
NESS,33,-1,#NAME?,0-20,NESS33-1-SS-0-20,2006-09-12,14:48,-9999,-9999,-9999,,20,7.59,58.4,83.12,16.88,0.33,268.99,17.58,-9999,-9999,-9999,-9999,-9999
NESS,33,-2,#NAME?,-9999,NESS33-2-BP,2006-09-12,15:08,-9999,-9999,-9999,,-9999,-9999,74.38,72.05,27.95,0.26,223.48,-9999,-9999,-9999,-9999,-9999,-9999
NESS,33,-2,#NAME?,0-2,NESS33-2-SS-0-2,2006-09-12,15:08,-9999,-9999,-9999,,2,7.29,58.6,79.35,20.65,0.42,256.34,2.15,-9999,-9999,-9999,-9999,-9999
NESS,33,-2,#NAME?,-26,NESS33-2-SS-10-16,2006-09-12,15:08,-9999,-9999,-9999,,6,7.43,48.16,89.88,10.12,0.67,116.3,4.7,-9999,-9999,-9999,-9999,-9999
NESS,33,-2,#NAME?,10-Feb,NESS33-2-SS-2-10,2006-09-12,15:08,-9999,-9999,-9999,,8,7.31,55.36,81.86,18.14,0.5,203.26,8.21,-9999,-9999,-9999,-9999,-9999
NESS,33,-3,#NAME?,-9999,NESS33-3-BP,2006-09-12,15:24,-9999,-9999,-9999,,0.8,-9999,72.5,76.32,23.68,0.27,158.19,0.34,175,7.5,-9999,-9999,-9999
NESS,33,-3,#NAME?,0-2,NESS33-3-SS-0-2,2006-09-12,15:24,-9999,-9999,-9999,,2,7.51,51.15,81.13,18.87,0.56,277.48,3.09,116.5,8.2,-9999,-9999,-9999
NESS,33,-3,#NAME?,10-Feb,NESS33-3-SS-2-10,2006-09-12,15:24,-9999,-9999,-9999,,8,7.56,52.21,81.37,18.63,0.44,256.69,8.96,116.8,9.7,324.88,-9999,-9999
NESS,10,-2,#NAME?,-9999,NESS10-2-SF,2006-09-15,9:00,-9999,-9999,-9999,,5,6.65,96.8,26.48,73.52,0.03,534.71,0.75,344,29.3,671.28,-9999,-9999
NESS,10,-2,#NAME?,0-2,NESS10-2-SS-0-2,2006-09-15,9:00,-9999,-9999,-9999,,2,7.39,78.85,72.43,27.57,0.22,190.46,0.85,201,11.4,-9999,-9999,-9999
NESS,10,-2,#NAME?,20-Oct,NESS10-2-SS-10-20,2006-09-15,9:00,-9999,-9999,-9999,,10,7.5,59.12,95.92,4.08,0.5,34.17,1.7,132.5,0.9,-9999,-9999,-9999
NESS,10,-2,#NAME?,10-Feb,NESS10-2-SS-2-10,2006-09-15,9:00,-9999,-9999,-9999,,8,7.02,71.5,77.69,22.31,0.31,170.71,4.27,189.2,8,-9999,-9999,-9999
NESS,10,-3,#NAME?,-9999,NESS10-3-SF,2006-09-15,9:30,-9999,-9999,-9999,,5,6.74,96.29,27.62,72.38,0.04,411.27,0.77,-9999,-9999,-9999,-9999,-9999
NESS,10,-3,#NAME?,0-2,NESS10-3-SS-0-2,2006-09-15,9:30,-9999,-9999,-9999,,2,7.11,85.92,59.71,40.29,0.14,46.64,0.13,-9999,-9999,-9999,-9999,-9999
NESS,10,-3,#NAME?,10-Feb,NESS10-3-SS-2-10,2006-09-15,9:30,-9999,-9999,-9999,,8,6.99,76.1,73.13,26.87,0.27,252.78,5.53,-9999,-9999,-9999,-9999,-9999
NESS,10,-3,#NAME?,20-Oct,NESS10-3-SS-10-20,2006-09-15,9:30,-9999,-9999,-9999,,10,7,64.79,92.49,7.51,0.42,188.07,7.97,-9999,-9999,-9999,-9999,-9999
NESS,28,-1,#NAME?,-9999,NESS28-1-SF,2006-09-15,10:05,-9999,-9999,-9999,,10,7.13,97.56,37.06,62.94,0.02,306.09,0.7,330.2,27.3,-9999,-9999,-9999
NESS,28,-1,#NAME?,0-2,NESS28-1-SS-0-2,2006-09-15,10:05,-9999,-9999,-9999,,2,7.19,87.19,47.18,52.82,0.12,238.45,0.57,283.6,19,323.73,-9999,-9999
NESS,28,-1,#NAME?,10-Feb,NESS28-1-SS-2-10,2006-09-15,10:05,-9999,-9999,-9999,,8,7.42,67.15,87.19,12.81,0.4,58.07,1.84,215.8,8.6,-9999,-9999,-9999
NESS,28,-1,#NAME?,20-Oct,NESS28-1-SS-10-20,2006-09-15,10:05,-9999,-9999,-9999,,10,7.41,72,76.18,23.82,0.35,71.8,2.54,238.6,8.6,-9999,-9999,-9999
NESS,28,-2,#NAME?,-9999,NESS28-2-SF,2006-09-15,10:35,-9999,-9999,-9999,,6,7.28,96.38,36.87,63.13,0.05,275.07,0.84,-9999,-9999,-9999,-9999,-9999
NESS,28,-2,#NAME?,0-2,NESS28-2-SS-0-2,2006-09-15,10:35,-9999,-9999,-9999,,2,7.15,84.12,48.15,51.85,0.16,248.29,0.8,-9999,-9999,-9999,-9999,-9999
NESS,28,-2,#NAME?,20-Oct,NESS28-2-SS-10-20,2006-09-15,10:35,-9999,-9999,-9999,,10,7.52,62.54,91.32,8.68,0.45,65.44,2.95,-9999,-9999,-9999,-9999,-9999
NESS,28,-2,#NAME?,10-Feb,NESS28-2-SS-2-10,2006-09-15,10:35,-9999,-9999,-9999,,8,7.1,84.14,43.31,56.69,0.16,274.4,3.47,-9999,-9999,-9999,-9999,-9999
NESS,28,-3,#NAME?,-9999,NESS28-3-SF,2006-09-15,11:10,-9999,-9999,-9999,,11,7.28,95.3,43.59,56.41,0.02,281.61,0.75,-9999,-9999,-9999,-9999,-9999
NESS,28,-3,#NAME?,0-2,NESS28-3-SS-0-2,2006-09-15,11:10,-9999,-9999,-9999,,2,7.12,82.56,74.35,25.65,0.22,150.51,0.66,-9999,-9999,-9999,-9999,-9999
NESS,28,-3,#NAME?,19-Oct,NESS28-3-SS-10-19,2006-09-15,11:10,-9999,-9999,-9999,,9,7.33,76.9,61.86,38.14,0.19,122.58,2.08,-9999,-9999,-9999,-9999,-9999
NESS,28,-3,#NAME?,10-Feb,NESS28-3-SS-2-10,2006-09-15,11:10,-9999,-9999,-9999,,8,7.09,81.02,56.72,43.28,0.15,218.76,2.61,-9999,-9999,-9999,-9999,-9999
NESS,27,-1,#NAME?,-9999,NESS27-1-BP,2006-09-15,12:30,-9999,-9999,-9999,,0.5,-9999,89.6,61.77,38.23,0.1,117.59,0.06,-9999,-9999,-9999,-9999,-9999
NESS,27,-1,#NAME?,0-2,NESS27-1-SS-0-2,2006-09-15,12:30,-9999,-9999,-9999,,2,7.56,87.81,74.1,25.9,0.18,117.12,0.42,-9999,-9999,-9999,-9999,-9999
NESS,27,-1,#NAME?,10-Feb,NESS27-1-SS-2-10,2006-09-15,12:30,-9999,-9999,-9999,,8,7.56,75.97,68.59,31.41,0.33,221.57,5.93,-9999,-9999,-9999,-9999,-9999
NESS,27,-2,#NAME?,0-2,NESS27-2-SS-0-2,2006-09-15,13:30,-9999,-9999,-9999,,2,6.96,89.6,68.12,31.88,0.09,108.05,0.2,-9999,-9999,-9999,-9999,-9999
NESS,27,-2,#NAME?,05-Feb,NESS27-2-SS-2-5,2006-09-15,13:30,-9999,-9999,-9999,,3,7,85.36,73.15,26.85,0.17,157.24,0.79,-9999,-9999,-9999,-9999,-9999
NESS,27,-3,#NAME?,-9999,NESS27-3-BP,2006-09-15,14:30,-9999,-9999,-9999,,0.5,-9999,89.77,64.86,35.14,0.16,84.56,0.07,205,9.5,-9999,-9999,-9999
NESS,27,-3,#NAME?,0-2,NESS27-3-SS-0-2,2006-09-15,14:30,-9999,-9999,-9999,,2,7.38,86.11,77.17,22.83,0.13,142.39,0.38,185.7,9.9,-9999,-9999,-9999
NESS,27,-3,#NAME?,04-Feb,NESS27-3-SS-2-4,2006-09-15,14:30,-9999,-9999,-9999,,2,7.25,83.62,77.25,22.75,0.22,179.91,0.78,194.8,10.6,286.85,-9999,-9999
NESS,26,-1,#NAME?,-9999,NESS26-1-SF,2006-09-18,8:30,-9999,-9999,-9999,,5,7.52,97.09,60.99,39.01,0.02,334.53,0.4,-9999,-9999,-9999,-9999,-9999
NESS,26,-1,#NAME?,0-2,NESS26-1-SS-0-2,2006-09-18,8:30,-9999,-9999,-9999,,2,7.4,83.57,83.94,16.06,0.2,134.17,0.53,-9999,-9999,-9999,-9999,-9999
NESS,26,-1,#NAME?,10-Feb,NESS26-1-SS-2-10,2006-09-18,8:30,-9999,-9999,-9999,,8,7.57,80.72,81.09,18.91,0.19,147.91,2.28,-9999,-9999,-9999,-9999,-9999
NESS,26,-1,#NAME?,20-Oct,NESS26-1-SS-10-20,2006-09-18,8:30,-9999,-9999,-9999,,10,7.41,85.65,44.45,55.55,0.16,220,3.46,-9999,-9999,-9999,-9999,-9999
NESS,26,-2,#NAME?,-9999,NESS26-2-SF,2006-09-18,9:15,-9999,-9999,-9999,,3,7.61,95.39,71.01,28.99,0.06,259.66,0.49,203.4,11.6,-9999,-9999,-9999
NESS,26,-2,#NAME?,0-2,NESS26-2-SS-0-2,2006-09-18,9:15,-9999,-9999,-9999,,2,7.48,86.07,81.94,18.06,0.15,154.52,0.48,171.7,7.1,-9999,-9999,-9999
NESS,26,-2,#NAME?,10-Feb,NESS26-2-SS-2-10,2006-09-18,9:15,-9999,-9999,-9999,,8,7.62,81.49,83.26,16.74,0.18,127.27,1.8,174,6.9,-9999,-9999,-9999
NESS,26,-2,#NAME?,20-Oct,NESS26-2-SS-10-20,2006-09-18,9:15,-9999,-9999,-9999,,10,7.62,80.43,84.03,15.97,0.21,119.92,2.46,179.2,7.8,155.08,-9999,-9999
NESS,2,-1,#NAME?,-9999,NESS02-1-BP,2006-09-18,9:20,-9999,-9999,-9999,,1,-9999,94.7,54.06,45.94,0.06,82.26,0.05,-9999,-9999,-9999,-9999,-9999
NESS,2,-1,#NAME?,0-2,NESS02-1-SS-0-2,2006-09-18,9:20,-9999,-9999,-9999,,2,7.6,87.24,58.96,41.04,0.1,200.97,0.39,-9999,-9999,-9999,-9999,-9999
NESS,2,-1,#NAME?,10-Feb,NESS02-1-SS-2-10,2006-09-18,9:20,-9999,-9999,-9999,,8,7.65,80.07,74.33,25.67,0.19,308.35,4.64,-9999,-9999,-9999,-9999,-9999
NESS,2,-1,#NAME?,20-Oct,NESS02-1-SS-10-20,2006-09-18,9:20,-9999,-9999,-9999,,10,7.38,79.65,48.79,51.21,0.21,378.75,7.79,-9999,-9999,-9999,-9999,-9999
NESS,2,-2,#NAME?,-9999,NESS02-2-BP,2006-09-18,9:45,-9999,-9999,-9999,,1.5,7.37,92.68,60.86,39.14,0.05,71.6,0.06,220.9,7.4,128.91,-9999,-9999
NESS,2,-2,#NAME?,0-2,NESS02-2-SS-0-2,2006-09-18,9:45,-9999,-9999,-9999,,2,7.75,82.81,70.33,29.67,0.18,196.75,0.71,208.1,10.3,-9999,-9999,-9999
NESS,2,-2,#NAME?,20-Oct,NESS02-2-SS-10-20,2006-09-18,9:45,-9999,-9999,-9999,,10,7.82,62.55,94.57,5.43,0.49,96.85,4.73,136.4,1.6,-9999,-9999,-9999
NESS,2,-2,#NAME?,10-Feb,NESS02-2-SS-2-10,2006-09-18,9:45,-9999,-9999,-9999,,8,7.61,80.87,60.65,39.35,0.24,369.16,6.99,257.3,14.7,474.91,-9999,-9999
NESS,2,-3,#NAME?,-9999,NESS02-3-BP,2006-09-18,10:00,-9999,-9999,-9999,,1.3,-9999,92.24,57.85,42.15,0.06,240.97,0.17,-9999,-9999,-9999,-9999,-9999
